guid;full_name;last_name;first_name;patronymic
34c0a73b-9fd6-47d2-b001-402219950685;Яковлев Григорий Измаилович;Язовлев;Григорий;Измаилович
4bd7d5fe-44f0-4648-a394-48b852561b3b;Гусева Ф. А.;Гусева;Фома;Артёмович
414bf16a-3e59-466b-a8e4-7982491d68d2;Зимина Наина Адамович;Зимина;Наина;вдамович
a007e3b9-ecac-45a0-9921-e4bfdbbd15f1;Устинов Дмитрий Вячеславовна;Устинов;Дмитрий;Вячеславовна
50a0e4e4-b489-46aa-bd69-2d73ed86fa61;Титов Авдей Ааронович;Титов;Авдей;Ааронович
fb47fa10-4864-4b7f-a194-b34bf566b194;Ширяев Ерофей Никифоровна;Ширяев;Ерофей;Никифоровна
d3a296ae-5128-4c15-a1e0-48be23e9db77;Титов Мечислав Артурович;Титов;Мечислав;Артурович
37c9f3e7-ccd3-4967-ab41-6528466f54a8;Рожкова Антип Тарасович;Рожкова;Антип;Тарасович
4b394f55-383b-4584-a419-0662084c2a4f;Быкова Валерия Никифоровна;Быкова;Валерия;Никифоровна
6b593680-1885-4238-8411-621fdf13962a;ИП Тимофеев М.Е.;Тимофеев;Моисей;Ефремович
89d185e4-02b4-45f4-ab08-71c16f3549ce;Васильев Капитон Измаилович;Васильев;Капитом;Измаилович
7621f97e-4d63-4b93-982b-18f1b3c83c02;Андреева Р. Л.;Андреева;Рюрик;Леоновна
99d2547b-ef50-4513-96ee-4fc320dcba40;ИП Кондратьева Ф.Н.;Кондратьева;Феврония;Никифоровна
1b8c1fad-81a9-4f0e-b1ae-b7b565a0389c;Попов Филарет Святославовна;Попов;Филарет;Святославовна
95b9ab4e-b454-4284-bae2-3170b2e4c615;Устинов Наина Иосипович;Устинов;Наина;Иосипович
25dcd7cc-d41b-4fc1-a555-f0d7360d9853;ИП Яковлев Е.В.;Яковлев;Евграф;Валериевна
03b16b50-502e-41ff-8aee-f3378bc69022;ИП Яковлев Е.В.;Яковлев;Евграф;Валериевна
19861d25-bd7b-45df-be98-c811fd1b6a5c;Наумов Мир Вячеславовна;Наумов;Мир;Вячеславовна
4d9c0ab8-a29f-4bb3-bcb7-3e480d56756f;Цветков Григорий Адрианович;Цветков;Григорий;Адрианович
5c56d23b-84f0-4366-b7bf-bec9b80bafe6;Алексеева Геннадий Алексеевна;Алексеева;Геннадий;Алексеевна
f414d9ad-3911-47f6-9eef-a2bf1c67379a;Дементьева Терентий Феликсович;Дементьева;Терентий;Феликсович
91ce9dab-0cce-4939-a882-7f00f49fe239;Мясников Никифор Алексеевна;Мясников;Никифор;Алексеевна
a19fd1f9-a6b4-4613-b47e-7579ac356ab2;Баранова Агап Михайловна;Баранова;Агап;Михайловна
0c04f6ca-494e-4a2a-941a-14938aa9aa2e;ИП Галкин В.Л.;Галкин;Вышестав;Леонидовна
ef7fbd6d-8637-4259-a40d-59eab5e1734f;ИП Тихонова С.Е.;Тихонова;София;Евстигнеевич
695894b6-8c0f-406c-bdd0-9560ce3f6f2c;ИП Тихонова С.Е.;Тихонова;София;Евстигнеевич
eec682c7-0249-4b4c-954f-c4e64c417679;ИП Дьячкощ Н.Э.;Дьячков;Натан;Эдгардович
24eb346a-dbde-4a3f-a018-5b47b9a78f20;Зыков Ю. А.;Зыков;Ювеналий;Антипович
53c2ad57-5d91-45cf-8710-2e40487ff15b;Мясников Рюрик Ильинична;Мясников;Рюрик;Ильинична
fa855c4c-57ea-47ad-ae07-1aa6c933ee99;Александров Агап Измаилович;Александров;Агап;Измаилович
5e006de2-1267-4205-a12f-5ba665be0300;Жданова Алевтина Артёмович;Жданова;Алевтижа;Артёмович
ed3356a7-d522-43df-b43d-157332856cf8;Веселов Юлий Никифоровна;Веселов;Юлий;Никифоровна
f9381e54-6248-45d0-82a1-f79c572b8c5b;Веселов Юлий Никифоровна;Веселов;Юлий;Никифоровна
116e0567-f6cf-49d7-b7e1-f0e14377a77e;Аксенов М. А.;Аксенов;Макар;Артёмович
66b40204-a110-4453-b117-f31d2bc86316;Аксенов М. А.;Аксенов;Макар;Артёмович
90ebbdd3-5bf2-4461-b4ff-5f2fa306c2d7;Шаров Макар Вилорович;Шаров;Макар;Вилорович
2e8259a7-339c-4f27-8b20-e9f3b00005a1;ИП Попов Е.А.;Попов;Евлампий;Арсеньевич
5d646a2d-cf06-4079-8633-5df68497984a;Савина Фока Адрианович;Савина;Фока;Адрианович
6832dbf3-c772-425b-b73e-b0671ec5bcf0;Дементьева Филарет Абрамович;Дементьева;Филарет;Абрамович
290d0d77-ab87-4bde-abe9-539cf3504cac;Селезнева Людмила Васильевна;Селезнева;Люимила;Васильевна
27cfc5b3-a10e-4274-b934-48e8bbfe48f5;Наумов Феврония Павловна;Наумов;Феврония;Павловна
4c825b7d-665a-484b-aea0-98b18eada890;Блинов Роман Антонович;Блинов;Роман;Антонович
49b815ad-4e9b-44a5-a578-b7f7714de625;Богданова Всемил Евстигнеевич;Богданова;Всемил;Евстигнеевич
04675c95-d113-428d-8fe9-c5f208c76efd;Богданова Мир Рудольфовна;Богданова;Мир;Рудольфовна
4283503d-93a9-41c4-986f-efed21180191;Федосеев Юлий Михайловна;Федосеев;Юлий;Михайловна
c7b1de5e-2c48-4841-b54a-ee59a8db2728;ИП Андреева С.Е.;Андреева;Серафим;Ефстафьевич
86990879-94a7-4bd7-a9de-a5bf4cd90444;ИП Андреева С.Е.;Андреева;Серафим;Ефстафьевич
4d672786-f845-471f-846c-5374cd512399;Агафонов Т. Ф.;Агафонов;Таисия;Фадеевич
115a435f-2ae8-4f55-ae31-a537187eb03d;ИП Стрелков Ф.А.;Стрелков;Фрол;Артёмович
ec9e6f89-3165-4d00-980a-41f8b0af55cf;Лебедева Фрол Адрианович;Лебедева;Фрол;Адрианович
92658e37-8939-4d30-8add-ebfbd308e0f0;Алексеева Владимир Арсеньевич;Алексеева;Владимир;Арсеньевич
5924feb5-0f85-4b95-a402-b1e7ef4b3c93;Громов Никандр Адамович;Громоф;Никандр;Адамович
35f02b3a-8511-41f3-a460-755500fca8b5;Богданова Азарий Эдгардович;Богданова;Азарий;Эдгардович
e788a388-233e-4b23-a820-c7620920047b;ИП Гусева М.А.;Гусева;Марк;Абрамович
99edfe81-26f2-4d65-b6d6-2341c9b67bc4;Титов Павел Демьянович;Титов;Павел;Демьянович
5e73e486-f58a-4df4-be1e-ad700f3859c5;ИП Дементьева О.А.;Дементьева;Онуфрий;Арсеньевич
8ff3594b-b401-4a71-81ab-1f95c66924c5;Горбачев Любовь Львовна;Горбачев;Любовь;Львовна
4c2a362e-5fff-4201-a51f-bde8d816f76a;Савина Рюрик Измаилович;Савина;еюрик;Измаилович
5be32bf3-dcc0-4599-8e61-b3aa6d073330;Савина Рюрик Измаилович;Савина;еюрик;Измаилович
f4f42828-ca36-40ca-8bc0-535a376afb94;Наумов Евгения Антипович;Наумов;Евгения;Антипович
3cc0bc33-72aa-45a4-b977-1899770ec770;Захаров Э. Е.;Захаров;Эдуард;Ефимьевич
296b47b2-ee58-41e5-9110-0cd064040021;Щербаков Любовь Кирилловна;Щербаков;Любовь;Кирилловна
78033efd-c910-4572-a211-24bec1fa757b;Наумов Радислав Артурович;Наумов;Радислав;Артурович
3c519bf3-1490-4121-ad1f-b831fe1f20b8;Лапин В. А.;Лапин;Варлаам;Абрамович
91ec06bb-dfee-44d1-99f4-6c07dd5061a1;Гуоина Е. Ю.;Гущина;Евграф;Юлианович
81455918-26ba-4eac-b605-a37c640dbfbd;Яковлев Леонтий Кирилловна;Яковлев;Леонтий;Кирилловна
62b68b5d-76ad-440b-9dde-4c886b0ff738;ИП Богданова Г.Я.;Богданова;Геннадий;Якубович
b7f8c9e2-2ac7-4d39-bbfb-af79b3a68194;Федоров Татьяна Сергеевна;Федоров;Татьяна;Сергеевна
a2553dcb-7ecd-40f3-b84d-cbcf6468738c;ИП Бобылева Е.А.;Бобылева;Евлампий;Адамович
1038e423-691d-4cbd-bf3b-873dedf16bed;Мухин Людмила Романовна;Мухин;Людмила;Романовна
831bad1b-69e2-4b62-af94-98039f1ec053;Васильев Севастьян Харлампович;Васчльев;Севастьян;Харлампович
6a57a7d7-4fb0-4f0f-a95e-6ef628e9a7b5;Григорьев Ермолай Абрамович;Григорьев;Ермолай;Абрамович
ec3fab7b-240b-4098-b46d-39fc85cf5e6b;Савин Роман Алексеевна;Савин;Роман;Алексеевна
db8e5054-e830-437e-a588-7905faece021;Жукова Наина Харлампович;Жукова;Наина;Харлампович
d3b336a3-e2c0-42c9-b800-f1c4c45f8482;Жданова О. Ф.;Жданова;Олимпиада;Фёдорович
d5957826-8671-481d-a77a-6173f9ba9785;Жданова С. В.;Жданова;Святослав;Владимировна
4de25d48-8466-4987-9541-65b7014220b4;Кузьмин Леонтий Харлампович;Кузьмин;Леонтий;Харлампович
c5c28f42-0278-4bbc-af79-6c6f10691f36;Белякова А. И.;Белякова;Аристарх;Изотович
614e49c2-d626-465e-996b-791c26fa559b;Попов Панфил Алексеевна;Попов;Панфил;Алексеевна
eef36b48-bec2-4820-aabd-b2957a0a6043;Мясников Дмитрий Артёмович;Мясников;Дмитрий;Артёмович
56d274fe-0c87-4342-9d82-952d9346a3d9;Маслов Агап Арсеньевич;Маслов;Агап;Арсеньевич
9d0102b7-4a5d-41d6-bb58-6ef2c58ba646;ИП Артемьев Е.Я.;Артемьев;Евдоким;Якубович
f8b74bfd-61e8-4413-953c-cdc1b595b9c5;ИП Артемьев Е.Я.;Артемьев;Евдоким;Якубович
c9366484-6be4-4b16-baf6-2df19a05b292;Яковлев Серафим Арсеньевич;Яковлев;Серафим;Арсеньевич
6db2a7c1-aa72-46ff-a860-2d993f99a584;ИП Кулагина А.Н.;Кулагина;Антип;Никифоровна
cf99d317-89fb-4e19-8fbd-ca59f5288a87;Андреева Ермолай Вилорович;Андреева;Ермолай;Вилорович
ba98c277-81dc-4599-9223-49bdb9b180ac;Устинов Ю. А.;Устинов;Юлия;Анатольевич
a9973eb3-5de4-4301-b0cf-67eadc414ef2;Савин София Якубович;Савин;София;Якубович
874943a8-221a-43d8-ac21-58a9c09efedb;пубин Болеслав Михайловна;Шубин;Бцлеслав;Михайловна
88e66489-0c17-4d74-b9a2-0b5e70dab128;Блинов Онуфрий Робертовна;Блинов;Онуфриу;Робертовна
f06f8ebb-15d4-46a4-93cd-3c5f6915eb50;Блинов Онуфрий Робертовна;Блинов;Онуфриу;Робертовна
87057129-bc01-4844-8309-52bcf17f3959;Савина А. В.;Савина;Азарий;Вадимовна
001de7a5-a2b5-4da1-ad49-d59ce06bee5f;Корнилова Т. Е.;Корнилова;Таисия;Ефремович
f9aeff2c-a6ea-4685-a5d5-08076cd340ea;ИП Рогов С.В.;Рогов;София;Венедиктович
68151fb9-3d42-4cd7-badf-95bd2537a8c7;Науеова Е. Д.;Наумова;Евфросиния;Давидович
aa2eedfd-7cd3-4858-8f1a-d14a605ea7b2;Бобызева Вышеслав Эдгардович;Бобылева;Вышеслав;Эдгардович
3923d1e5-03f5-4bcd-88b4-bee1f288ff9a;ИП Громова Л.Н.;вромова;Лучезшр;Никифоровна
e59e754a-69fb-44e5-a8e5-ba49d8ef6283;Доронин Бажен Вячеславовна;Дононин;Бажен;Вячеславовна
83850d13-9275-4ead-9f09-25df2d928fb2;Комиссарова Леонтий Георгиевич;Комиссарова;Леонтий;Георгиевич
6e2a1d3f-f0c2-4d97-b53f-f89396770bc8;Лебедева Болеслав Ефимьевич;Лебедева;Болеслав;Ефимьевич
5d27ed2f-ccba-4c84-b841-beb4e6653345;Савина Авдей Андреевич;Савина;Авдей;Андреевич
0d35ed2a-36d0-4886-abb7-9ce02dee8179;ИП Миронов У.А.;Миронов;Ульяна;Артёмович
860418da-31ec-4597-a4b3-347b7354c035;Лапин Родион Аксёнович;Лапин;Родион;Аксёнович
ed992384-c421-49b6-8e20-58c3b11fa10d;Гурьева Герман Рубеновна;Гурьева;Герман;Рубеновна
4d3314c2-772c-4709-a9dc-920e7058e3a7;Гурьева Герман Рубеновна;Гурьева;Герман;Рубеновна
3c9371a4-564d-48ea-b263-d8fb99a69af9;Гурьева Герман Рубеновна;Гурьева;Герман;Рубеновна
352f289b-a57f-4997-b526-ede28792db81;ИП Шаров М.А.;Шаров;Мстислав;Алексеевна
3c303ba1-4adb-492b-998c-ab1a87a76146;Гусева А. А.;Гусева;Аристарх;Артёмович
169aa1de-a52d-48e4-9335-1da5a1cabf79;Русакова Аверьян Ефремович;Русакова;Аверьян;Ефремович
d7c3bb91-538b-4619-b4a1-3f86133e8d9d;Матвеев Святослав Архипович;Матвеев;Святослав;Архипович
270939e5-d1d4-4994-89c4-31ea0d997f5e;Ковалева Леонтий Иосипович;Ковалева;Леонтий;Иосипович
320806e1-f780-4f2b-a827-db8e875b0ff4;Федотова Аристарц Тарасович;Федотова;Аристарх;Тарасович
2dbc88ef-7caa-443a-b186-d9a376213f00;ИП Наумов Е.Р.;Наумов;Ермолай;Рудольфовна
e73b829c-6d12-4a00-bc3d-4f8c4ec54948;ИП Наумов Е.Р.;Наумов;Ермолай;Рудольфовна
db7a243e-bca9-45a4-91db-7465819c6d31;Стрелков Ефим Адамович;Стрелков;Ефим;Адамович
74c43b75-e68a-49ba-90db-1e2260d93a61;Григорьев Азарий Тихонович;Григорьев;Азарий;Тихонович
a042d471-8689-464c-a62f-164738cacb99;Цветков В. Е.;Цветков;Владимир;Евсеевич
d2cc20d9-fbe4-4d25-8e25-7ee7008c48cc;Корнилова А. А.;Корнилова;Авдей;Антонович
5893dc4c-7d93-4c0d-bc0d-f3ffa8411f3e;Андреева Всемил Фёдорович;Андреева;Всемил;Фёдорович
46630e91-0531-4a19-95b7-23fdd6d4c0f6;Медведев Татьяна Демьянович;Медведев;Татьяна;Демьянович
5d55f202-2d50-4edc-b3ac-075e4f861dfd;Медведев Татьяна Демьянович;Медведев;Татьяна;Демьянович
e860fb60-7d7f-4e34-87e2-6e0dcc2eca17;Богданова Онуфрий Трофимович;Богданова;Онуфрий;Трофичович
05b1babe-ca5a-472f-bbd0-64a567033b56;Беспалов Самуил Сергеевна;Беспалов;Самуил;Сергеевна
f5d9c2ab-df72-46d0-845b-1895544161b9;Мухин Э. А.;Мухин;Эммануил;Андреевич
d61c875e-687a-432f-927c-dba3f9f23a1d;Тимофеев Ефим Александровна;Тимофеев;Ефим;Александровна
0d389504-e0f1-4e78-8cbe-4bd27162918f;Лебедева Моисей Кирилловна;Лебедева;Моисей;Кирилловна
d423912c-5363-4305-8bd1-826d80bfef5a;Жукова Т. Ю.;Жукова;Татьяна;Юлианович
c603f165-c062-42c8-b13d-709a74fd0b15;Волкова Ратибор Натановна;Волкова;Ратибор;Натановна
098195de-445c-4f4d-b0e7-382cfbbde5b4;Волкова Ратибор Натановна;Волкова;Ратибор;Натановна
984d7e22-b7bc-4ae5-936a-8838c0814c27;Пахомов Аверьян Константиновна;Пахомов;Аверьян;Константиновна
f8c85d94-f842-4adf-9a16-ce2a22a9a73f;Савина Милен Емсеевич;Савина;Милен;Евсеевич
596e17a6-edd6-4e51-8e7a-1b9d7ebaad73;Маслов О. И.;Маслов;Олимпиада;Иосипович
22944a4e-f023-4776-8899-5b94b9d3545d;Цветков Капитон Романовна;Цветков;Капитон;Романовна
f0373887-157e-4a05-b9da-9f8fb7028923;Щербаков Леонтий Матвеевич;Щербаков;Леонтий;Матвеевич
b156da23-8a48-4919-bc47-285bcd32359e;Бобылева Панфил Рубеновна;Бобылева;Панфил;Рубеновнф
b3ea1b9e-b013-4d87-a9f0-0446cc4b7638;Зайцев Фортунат Абрамович;Зайцев;Фортунат;Абрамович
b03a4235-a6ed-4a30-a338-a1fd734bafbe;Давыдов Аверьян Абрамович;Давыдов;Аверьян;Абрамович
82c06822-c7ce-45f2-83ed-244887122366;Антонов Таисия Давидович;Антонов;Таисия;Давидович
0d0e1b07-8ac6-4c5f-aa99-18b3076c9862;ИП Пестова А.С.;Пестова;Анисим;Сергеевна
251774af-84a0-4c2b-ac53-1d8dcfda8022;Русакова М. А.;Русакова;Моисей;Абрамович
0b2f4bf0-d9e1-4019-9345-0d01714f6eaf;Волкова Рюрик Трофимович;Волкова;Рюрик;Трофимович
25763949-0863-42d5-b16d-df886f4571bc;Шаров Ф. Е.;Шаров;Фока;Евсеевич
5c7a779c-0550-4c0d-933c-5c0c0a4a98bd;ИП Мясников Ю.В.;Мясников;Юлий;Владимировна
8f86d20f-433b-47e1-b648-022ba5a9766c;Яковлев Дмитрий Деоьянович;Яковлев;Дмитрий;Демьянович
59f5badd-ee0c-445c-98ad-a93c7b0a031d;ИП Ефремова О.В.;Ефремова;Олимпиада;Венедиктович
71a834f2-c516-4551-94e5-ce1b3efcc97e;Пестова Валерия Адрианович;Пестова;Валерия;Адрианович
fc38ff14-5198-4195-8fd5-5cc65a28e51d;Попов Л. К.;Попов;Лазарь;Константиновна
b6cd23aa-cebf-492c-9ef4-a75af19cbc7d;Антонов Аверьян Филипповна;Антонов;Аверьян;Филипповна
10224f22-6d0a-46cf-955e-7c294b1f6ea4;Королева Е. Е.;Королева;Евлампий;Ефстафьевич
d7eba3a9-e1e8-4171-9082-196c298d57ff;ИП Кулагина К.А.;Кулагина;Капитон;Андреевич
04aee2c1-699f-4ea5-b2ef-63ecc4085130;ИП Громова Г.Е.;Громова;Гостомысл;Евстигнеевич
e22cb111-efa8-4ac8-b5e2-791b0e8ea81b;Яковлев Ф. Ж.;Яковлев;Фортунат;Жанович
33a88a5e-5ea0-456e-9ec3-553416f0519f;Кабанов Х. А.;Кабанов;Харлампий;Аксёнович
81ecdcdb-c5be-4f94-a2cb-acbd3f31bb4a;ИП Гусева Э.Е.;Гусева;Эдуард;Ефстафмевич
a60bafa0-c80b-495a-a72a-5dca65a211d1;ИП Агафонов Ф.С.;Агафонов;Фортунат;Сергеевна
8bbf79bc-0312-4185-833d-4e3a78345d30;Зыков Макар Федоровна;Зыков;Макар;Федоровна
0425f3c3-a5a1-4f6c-8ac2-25c49dc642a1;Потапов Евфросиния Георгиевич;Потапов;Евфросиния;Георгиевич
09e6766b-d6b7-4a59-a04e-dcff2949574a;Рогов Ефим Тихонович;Рогов;Ешим;Тихонович
af233934-5f18-4d4d-afd0-227dccc825d1;Федосеев Ермолай Робертовна;Федосеев;Ермолай;Робертовна
7f4200e1-618d-4d11-91e1-ca9401458272;ИП Захаров Л.Ех;Захаров;Леонтий;Ефимьевич
434f8657-83b7-4ca1-adcf-fad259930bd0;Федотова Л. А.;Федотова;Леонтий;Антонович
38a1f391-96c5-4df8-bc7b-961e189d3297;Лапин Г. В.;Лапин;Герман;Вячеславовна
6db58024-4737-4a49-a9cd-70afa4e01557;ИП Сазонова В.Ж.;Сазонова;Всемил;Жанович
18c2ad19-d755-4622-a819-58a673530978;Громова Т. А.;Громова;Татьяна;жрхиповна
bc7f8a7e-9d10-4b50-8b9b-0d6660aec3af;Гришин Эдуард Августович;Гришин;Эдуард;Августович
aeabbf7f-3909-4c8e-8c71-84777acf71cf;Рогов Ермолай Вячеславовна;Рогол;Ермолай;Вячзславовна
76af4255-62bf-4a05-8982-d3218b8fba65;Тихоноца Евграф Измаилович;Тихонова;Евграф;Измаилович
d648fba8-052a-45fc-a50a-fb684c9a4211;Гусева Ефим Власович;Гусева;Ефим;Власович
dfe39646-5789-45a9-95a0-492121e62e46;Наумова Онуфрий Никифоровна;Наумова;Онуфрий;Никифоровна
59b793eb-47e5-40d1-b3c5-06c39c4cf391;ИП Савин Ю.А.;Савин;Юлия;Анисимович
dc6d8fa8-d7db-4960-a2a4-09742bfa7669;Маслов Родион Архиповна;Маслов;Родион;Архиповна
8adf9b95-9178-45b2-a316-a130305d0c3a;Жукова Ювеналий Васильевна;Жукова;Ювеналий;Васильевна
c574c65d-ffeb-4720-afbc-4c39313b4487;ИП Дьячков М.А.;Дьячков;Макар;Адрианович
af34f62e-f8aa-4cec-93f0-7433b212be41;ИП Карпов А.Л.;Карпов;Анжела;Леонидовна
768bea87-9898-4240-9b43-9566a4dafdcb;Титов Юлия Романовна;Титов;Юлия;Романовна
756cf357-b36e-4334-aae6-d9fae515f64b;Андреева Фока Евстигнеевич;Андреева;Фока;Евстигнеевич
f95f2279-44fb-4802-82ed-b8cdee91bded;Шубин Мечислав Иларионович;Шубин;Мечислав;Иларионович
4ccb63eb-6afb-40f0-98e3-a7d721676ff0;Антонов Творимир Леонидовна;Антонов;Творимир;Леонвдовна
108d3f2d-4381-41b2-8dfb-51bd16e38605;ИП Кулагина Т.З.;Кулагина;Татьяна;Захарьевич
d30f9391-74f2-4276-bbd8-c3d5b5fb1bdc;ИП Горбачев В.А.;Горбачев;Валерия;Ааронович
6f2a6f0a-6281-41f9-a47c-85288632bfff;Ефремова Серафим Богдановна;Ефремова;Серафим;Богдановна
eecf9114-74f8-4803-ac80-298dd2bf06e4;Селезнева Н. Р.;Селезнева;Никандр;Робертовна
62b0a7a8-743a-47cd-b995-b1e4803a4b01;Матвеев Анисим Вячеславовна;Матвеев;Анисим;Вячеславовна
24094ff9-1f6a-43ea-8c23-5dd158c73df9;Шаров Е. Т.;Шаров;Евдоким;Тарасович
1c53b869-5743-4e56-b709-1e536eb06252;Яковлев В. А.;Яковлев;Владимир;Алексеевна
fd441102-194e-4533-864f-d2b340900c0f;Быкова Р. Н.;Быкова;Регина;Никифоровна
17d10eea-741b-4663-bac2-22794400f6ec;ИП Андреева К.Ф.;Андреева;Ксения;Филипповна
68532118-e0e0-44a7-8d80-faee959923e4;ИП Зимина Х.А.;Зимина;Харлампий;Алексеевна
ee2ec23a-5f3e-4a98-a960-5b21d15b89f0;Мухин Всемил Яковлевич;Мухин;Всемил;Яковлевич
0844b9c6-8bfb-4fc6-a782-5f6042cd8ded;Макаров Ермолай Августович;Макаров;Ермолай;Августович
0a67e572-7270-423e-b5a7-c3fafa990663;ИП Давыщов К.Э.;Давыдов;Капитон;Эдгардович
740acc2d-0173-47c0-965a-7c0095d4c802;Титов Р. И.;Титов;Родион;Ильинична
5803b393-1c1e-40b8-a244-42f151a982ff;ИП Васильев Л.А.;Васильев;Лучезар;Аксёнович
be0038c6-08cd-473a-81b7-58994e2fdb31;ИП Тихонова А.Е.;Тихонова;Анжела;Ефстафьевич
0cefbac9-28bb-4018-8ed7-59acea060902;ИП Зыков З.В.;Зыков;Зжхар;Васильевна
0467060a-b315-422c-ac56-b10dfd2386c3;Белякова Рюрик Матвеевич;Белякова;Рюрик;Матвеевич
1733d1ea-5c4b-4a18-8499-889e1e4f3a61;Агафонов Сократ Тихонович;Агафонов;Сократ;Тихонович
7a030988-5430-45eb-a608-c12c8d767ba0;Пахомов В. Т.;Пахомов;Валерия;Трофимович
22e85d59-32d9-4922-a93d-a433c9522f20;Матвеев София Ефимьевич;Матвеев;София;Ефимьевич
69bea259-c9f4-4d54-9d5d-fa9216762cf0;Алексеева Никандр Ефимьевич;Алексеева;Никандр;Ефимьевич
0d9891a3-380f-42f7-9e78-19e982cfc9d5;ИП Андреева О.С.;Андреева;Онуфрий;Святославовна
670ed115-0cc9-40d0-aed1-f0c08fc0b53a;Мухин Е. А.;пухин;Евдоким;Андреевич
d6ad14c0-7ea0-4907-aa29-927b1823937d;Жукова З. А.;Жукова;Захар;Арсеньевич
3ee9f28c-aee6-4075-83c5-6c50209a928a;Ковалева Терентий Артурович;Ковалева;Терентий;Артурович
de377524-32e6-4d94-8219-5f9184cc657f;Веселов Лазарь Юльевич;Веселов;Лазарь;Юльевич
412fe2cb-f3b7-496a-8f2b-6e1710cc2233;Кузьмин Геннадий Андреевич;Кузьмин;Геннадий;Андреевич
ae804bd1-140d-4a46-9650-f7a416988734;Королева Ю. К.;Королева;Юлий;Константиновна
96781d52-aaa2-4a68-9153-297a79d38185;Лапин Леонтий Юльевич;Лапин;Леонтий;Юльевич
d9a6b724-6b67-4dd2-8175-baf9c8e86124;Ковалева Харлампий Жанович;Ковалева;Харлампий;Жанмвич
0590a524-b644-40d7-aa3c-e0a91e988643;Васильев Святослав Юльевич;Васильев;Святослав;Юльевич
f07afebf-c2a7-4771-8510-962456989997;Шаров Владимир Вадимовна;Шаров;Владимир;Вадимовна
e1bab2e2-2ef1-40db-8df3-5ce8f5014c49;ИП Орлов В.И.;Орлов;Валерия;Измаилович
6b686625-eb7b-4a7c-844e-b450ea108e99;Жданова Ерофей Евстигнеевич;Жданова;Ерофей;Евстигнеевич
533a1294-28f5-4c56-a4bd-cc8ceecf59a2;Федоров Любовь Рудольфовна;Федоров;Любовь;Рудольфовна
57b97e2b-a844-4646-9d17-4e8a34efbbb2;Лебедева София Вячеславовна;Лебедева;София;Вячеславовна
e7f4c073-b7a8-456c-b1f0-fa2459be53ee;Бобылева Р. П.;Бобылова;Регина;Павловна
37e8c137-99ff-4ef6-9062-08792539cbb5;Рогов Фрол Филипповна;Рогов;Фрол;Филипповна
de6962b8-3bfb-4a45-a957-73f642f98cbf;Рогов Фрол Филипповна;Рогов;Фрол;Филипповна
d83daf9a-46af-4eff-bcf4-b8395e565fa0;Гущина Владимир Адамович;Гущина;Владимир;Адамович
bbea96a6-5fe9-4fdd-9c6f-f661ebef4cd9;ИП Николаева М.В.;Николаева;Моисей;Валериевна
5ca3c526-644f-46f3-801e-1e0bdf2f8f67;Игнатова А. Е.;Игнатова;Анисим;Евстигнеевич
303978af-2b19-41ad-87eb-ada3c486c298;Антонов Филарет Леонидовна;Антонов;Филарет;Леонидовна
f22ae5db-5239-4f45-8418-ba1bdaa1eca1;Захаров Болеслав Ааронович;Захаров;Болеслав;Ааронович
92f86a66-eedf-4aec-9880-3927350cd83b;Цветков Филарет Юльевич;Цветков;Филарет;Юльевич
b1dbaf4b-3619-4c50-a6f6-5ab5b448db2b;ИП Тимофеев Т.А.;Тимофеев;Татьяна;Абрамович
02d68956-ebe9-4800-855d-11ac876f051e;ИП Шаров З.Л.;Шаров;Захар;Львовна
c78f4397-197e-4c89-9e5c-b50455b59591;Волкова Р. И.;Волкова;Роман;Измаилович
6686adfb-59c4-46e5-a6e8-b3831f701463;Матвеев Ольга Анисимович;Матвеев;Ольга;Анисимович
b869efa3-1e18-460c-9208-50730b67834c;ИП Быкова Х.А.;Быковн;Харлампий;Анисимович
9d207462-c2c0-48e9-8456-cc0cd78d700d;Стрелков Аполлон Александровна;Стрелков;Аполлон;Александровна
84063e90-13dd-4fb4-8356-77536ee12b46;Королева К. И.;Коцолева;Кир;Иосипович
f7f6bf5d-3f4b-4e3a-ac61-df31eb8b0810;ИП Агафонов Р.Ф.;Агафонов;Радислав;Феликсович
ccd98684-ad7f-4e27-a1ee-86bcaa750f7d;ИП Макаров В.А.;Макаров;Всемил;Архипович
e5d8605d-09d0-4aee-b3a6-b530917812b2;Попов Азарий Львовна;Попов;Азарий;Львовна
5d26448e-f923-4de0-916c-3da3f9045c3f;ИП Рожкова Г.Б.;Рожкова;Григорий;Богдановна
0ab83835-f3e6-4edd-8559-28050f660b4e;Савина Мир Измаилович;Савина;Мир;Измаилович
2e1dd630-485f-4b11-b8f7-967587d5d44d;Жукова Бажен Антонович;Жукова;Бажен;Антонович
374bad83-1b93-40fb-83e4-07e2cca5c7fc;Доронин Онуфрий Феликсович;Доронин;Онуфрий;Феликсович
1890282c-4411-40d0-8db0-b464d206b251;ИП Кондратьева Т.Ф.;Кондратьева;Терентий;Фёдорович
18b293ef-07f7-45cb-a3d9-c74a72840a2a;Аксенов Родион Алексеевна;Аксенов;Родион;Алексеевна
71a5ef96-4dd2-44d9-b07d-5eaa2ff305eb;Кабанов Самуил Абрамович;Кабанов;Самуил;Абремович
4a372327-f327-40b4-816c-7ab60a118f52;Баранова Софрон Трофимович;Баранова;Софрон;Трофимович
7b1a6662-c2f9-4a19-add7-9e6fb26b6204;Волкова Фортунат Жанович;Волкова;Фортунат;Жанович
